year,fire_number,fire_start_date,start_month,start_doy,latitude,longitude,fire_origin,general_cause,grid_id_30000m
2020,LWF064,2020-05-15 14:15:00,5.0,136.0,55.929466,-110.738365,Indian Reservation,Resident,"169,79"
2020,GWF016,2020-05-28 20:20:00,5.0,149.0,55.490551,-118.388,Provincial Land,Incendiary,"153,83"
2020,SWF031,2020-06-02 13:05:00,6.0,154.0,55.914551,-113.92865,Indian Reservation,Power Line Industry,"163,81"
2020,HWF018,2020-05-26 23:24:00,5.0,147.0,58.159634,-116.269783,Private Land,Resident,"161,90"
2020,RWF028,2020-05-30 11:21:00,5.0,151.0,52.908718,-115.371101,Provincial Land,Power Line Industry,"156,72"
2020,RWF029,2020-05-29 19:23:00,5.0,150.0,52.685966,-115.122284,Provincial Land,Incendiary,"156,71"
2020,SWF034,2020-06-11 14:54:00,6.0,163.0,57.165817,-114.748917,Provincial Land,Lightning,"163,86"
2020,LWF007,2020-04-22 16:00:00,4.0,113.0,54.859283,-111.912216,Private Land,Resident,"165,76"
2020,LWF008,2020-04-23 10:30:00,4.0,114.0,54.701599,-111.84362,Indian Reservation,Resident,"165,75"
2020,CWF002,2020-04-26 12:00:00,4.0,117.0,51.402817,-115.071732,Provincial Land,Recreation,"154,66"
2020,CWF003,2020-04-26 12:00:00,4.0,117.0,51.402901,-115.072166,Provincial Land,Recreation,"154,66"
2020,CWF004,2020-04-26 12:00:00,4.0,117.0,51.368198,-114.991699,Provincial Land,Recreation,"155,66"
2020,HWF002,2020-04-27 13:00:00,4.0,118.0,58.48008,-114.519943,Indian Reservation,Incendiary,"165,90"
2020,GWF005,2020-01-15 13:00:00,1.0,15.0,55.82148,-119.141281,Private Land,Resident,"153,84"
2020,RWF006,2020-04-28 07:30:00,4.0,119.0,52.732285,-115.533295,Provincial Land,Forest Industry,"155,71"
2020,RWF007,2020-04-29 10:30:00,4.0,120.0,52.378632,-115.215302,Provincial Land,Oil & Gas Industry,"155,70"
2020,SWF007,2020-04-29 11:24:00,4.0,120.0,55.893044,-115.643631,Indian Reservation,Resident,"159,82"
2020,SWF008,2020-04-29 18:00:00,4.0,120.0,55.421494,-116.109673,Indian Reservation,Undetermined,"158,81"
2020,LWF023,2020-04-30 14:55:00,4.0,121.0,55.929749,-110.725914,Indian Reservation,Incendiary,"169,79"
2020,CWF005,2020-05-01 12:00:00,5.0,122.0,50.227566,-114.399498,Provincial Land,Recreation,"154,62"
2020,PWF005,2020-03-15 12:00:00,3.0,75.0,56.202518,-118.369118,Private Land,Agriculture Industry,"155,85"
2020,LWF034,2020-05-04 12:40:00,5.0,125.0,54.544666,-110.38195,Private Land,Recreation,"168,74"
2020,EWF010,2020-05-04 13:50:00,5.0,125.0,53.342033,-117.647614,Private Land,Resident,"152,75"
2020,MWF003,2020-05-04 15:30:00,5.0,125.0,56.419033,-111.428635,Provincial Land,Recreation,"168,81"
2020,LWF038,2020-05-04 17:05:00,5.0,125.0,54.572552,-111.778648,Provincial Land,Recreation,"165,75"
2020,LWF039,2020-05-04 19:17:00,5.0,125.0,55.931648,-110.725266,Indian Reservation,Incendiary,"169,79"
2020,RWF011,2020-05-05 16:20:00,5.0,126.0,52.669083,-115.372917,Indian Reservation,Resident,"156,71"
2020,SWF012,2020-05-05 20:30:00,5.0,126.0,54.799969,-115.405502,Provincial Land,Power Line Industry,"158,78"
2020,GWF009,2020-05-06 16:15:00,5.0,127.0,55.166084,-116.936584,Private Land,Incendiary,"156,80"
2020,HWF008,2020-05-06 18:30:00,5.0,127.0,58.542801,-115.155334,Indian Reservation,Incendiary,"164,90"
2020,SWF013,2020-05-06 15:00:00,5.0,127.0,55.246944,-116.609589,Provincial Land,Resident,"157,80"
2020,GWF010,2020-05-06 17:00:00,5.0,127.0,54.98106,-116.871422,Private Land,Incendiary,"156,80"
2020,LWF049,2020-05-07 09:40:00,5.0,128.0,55.920616,-110.737968,Indian Reservation,Incendiary,"169,79"
2020,LWF050,2020-05-07 09:55:00,5.0,128.0,55.920284,-110.73867,Indian Reservation,Incendiary,"169,79"
2020,CWF001,2020-02-17 16:15:00,2.0,48.0,51.139416,-114.93055,Indian Reservation,Resident,"154,65"
2020,PWF001,2020-01-01 12:00:00,1.0,1.0,56.783783,-117.238434,Provincial Land,Forest Industry,"157,86"
2020,LWF001,2020-03-20 13:00:00,3.0,80.0,55.924263,-110.751015,Indian Reservation,Incendiary,"169,79"
2020,PWF002,2020-04-18 12:00:00,4.0,109.0,56.548813,-119.162231,Private Land,Agriculture Industry,"154,87"
2020,LWF006,2020-04-22 08:50:00,4.0,113.0,54.5928,-110.463615,Provincial Land,Power Line Industry,"168,74"
2020,SWF001,2020-04-22 11:00:00,4.0,113.0,55.619465,-116.361557,Private Land,Resident,"158,81"
2020,LWF009,2020-03-03 12:00:00,3.0,63.0,54.688702,-111.927719,Private Land,Agriculture Industry,"165,75"
2020,LWF010,2020-01-15 14:00:00,1.0,15.0,54.599483,-111.787102,Private Land,Agriculture Industry,"165,75"
2020,LWF054,2020-05-07 17:10:00,5.0,128.0,55.936134,-110.720047,Indian Reservation,Incendiary,"169,79"
2020,LWF056,2020-05-07 17:00:00,5.0,128.0,55.926083,-110.729286,Indian Reservation,Incendiary,"169,79"
2020,WWF005,2020-05-09 13:25:00,5.0,130.0,54.199013,-115.866554,Provincial Land,Agriculture Industry,"157,76"
2020,HWF011,2020-05-12 17:00:00,5.0,133.0,58.467567,-114.460182,Indian Reservation,Incendiary,"165,90"
2020,PWF011,2020-05-12 18:00:00,5.0,133.0,56.340618,-119.24987,Private Land,Agriculture Industry,"153,86"
2020,GWF011,2020-05-13 13:40:00,5.0,134.0,54.383904,-118.771834,Provincial Land,Oil & Gas Industry,"151,79"
2020,SWF019,2020-05-13 15:30:00,5.0,134.0,55.3578,-116.715332,Private Land,Resident,"156,81"
2020,PWF015,2020-05-14 11:00:00,5.0,135.0,56.061852,-116.821884,Private Land,Resident,"157,83"
2020,RWF002,2020-04-26 12:54:00,4.0,117.0,52.2579,-115.085167,Private Land,Resident,"156,69"
2020,RWF003,2020-04-26 15:56:00,4.0,117.0,52.389555,-115.085453,Private Land,Resident,"156,70"
2020,SWF005,2020-04-23 15:30:00,4.0,114.0,55.61755,-116.262085,Indian Reservation,Resident,"158,81"
2020,LWF018,2020-04-29 12:30:00,4.0,120.0,55.921001,-110.733551,Indian Reservation,Incendiary,"169,79"
2020,SWF006,2020-04-28 19:30:00,4.0,119.0,55.175694,-114.318268,Provincial Land,Recreation,"161,78"
2020,EWF008,2020-04-29 15:40:00,4.0,120.0,53.563499,-116.530914,Private Land,Resident,"154,75"
2020,LWF020,2020-04-29 18:35:00,4.0,120.0,55.923668,-110.750732,Indian Reservation,Incendiary,"169,79"
2020,LWF021,2020-04-29 18:30:00,4.0,120.0,55.929401,-110.724098,Indian Reservation,Incendiary,"169,79"
2020,LWF022,2020-04-29 18:42:00,4.0,120.0,55.931351,-110.72747,Indian Reservation,Incendiary,"169,79"
2020,WWF002,2020-04-30 15:00:00,4.0,121.0,54.094116,-115.819084,Provincial Land,Power Line Industry,"157,76"
2020,SWF010,2020-04-30 18:00:00,4.0,121.0,54.794785,-116.679718,Provincial Land,Power Line Industry,"156,79"
2020,LWF026,2020-05-02 18:50:00,5.0,123.0,54.998985,-111.741608,Private Land,Resident,"166,76"
2020,LWF028,2020-05-03 12:55:00,5.0,124.0,55.936684,-110.719902,Indian Reservation,Incendiary,"169,79"
2020,LWF063,2020-05-15 10:30:00,5.0,136.0,55.924633,-110.74913,Indian Reservation,Incendiary,"169,79"
2020,LWF062,2020-05-14 20:30:00,5.0,135.0,56.212418,-110.919853,Provincial Land,Power Line Industry,"169,80"
2020,LWF065,2020-05-15 15:50:00,5.0,136.0,55.936516,-110.718117,Indian Reservation,Incendiary,"169,79"
2020,HWF013,2020-05-14 15:30:00,5.0,135.0,58.195366,-116.362869,Private Land,Recreation,"161,90"
2020,RWF018,2020-05-16 12:00:00,5.0,137.0,52.8176,-115.523651,Provincial Land,Recreation,"155,71"
2020,RWF019,2020-05-16 12:00:00,5.0,137.0,52.448582,-114.92392,Provincial Land,Resident,"156,70"
2020,RWF020,2020-05-16 16:30:00,5.0,137.0,51.975975,-114.858261,Provincial Land,Recreation,"156,68"
2020,CWF020,2020-05-18 07:30:00,5.0,139.0,51.270866,-115.007385,Provincial Land,Recreation,"154,66"
2020,CWF021,2020-05-18 07:30:00,5.0,139.0,49.672749,-114.591881,Provincial Land,Recreation,"153,60"
2020,LWF029,2020-05-03 12:50:00,5.0,124.0,55.922684,-110.733452,Indian Reservation,Incendiary,"169,79"
2020,LWF031,2020-05-03 16:00:00,5.0,124.0,55.9319,-110.727364,Indian Reservation,Incendiary,"169,79"
2020,LWF032,2020-05-03 16:55:00,5.0,124.0,55.938866,-110.719284,Indian Reservation,Incendiary,"169,79"
2020,PWF007,2020-05-04 13:00:00,5.0,125.0,56.525501,-117.65155,Provincial Land,Power Line Industry,"156,86"
2020,LWF043,2020-05-05 19:00:00,5.0,126.0,55.9277,-110.717667,Indian Reservation,Resident,"169,79"
2020,LWF044,2020-05-05 12:00:00,5.0,126.0,54.522949,-110.814034,Private Land,Resident,"167,74"
2020,HWF007,2020-05-05 17:45:00,5.0,126.0,58.716415,-118.752197,Indian Reservation,Resident,"158,94"
2020,LWF045,2020-05-05 19:40:00,5.0,126.0,55.921749,-110.735733,Indian Reservation,Incendiary,"169,79"
2020,WWF003,2020-05-04 19:30:00,5.0,125.0,54.070091,-115.610687,Private Land,Resident,"157,76"
2020,HWF006,2020-05-05 11:00:00,5.0,126.0,58.6959,-114.015297,Provincial Land,Resident,"166,90"
2020,LWF048,2020-05-06 22:00:00,5.0,127.0,55.911708,-110.737363,Provincial Land,Incendiary,"169,79"
2020,LWF051,2020-05-06 20:00:00,5.0,127.0,55.718868,-112.237083,Provincial Land,Recreation,"166,79"
2020,LWF052,2020-05-07 14:30:00,5.0,128.0,55.797134,-110.893784,Provincial Land,Lightning,"168,78"
2020,LWF053,2020-05-07 14:10:00,5.0,128.0,54.560318,-113.90287,Private Land,Agriculture Industry,"161,76"
2020,CWF022,2020-05-18 07:30:00,5.0,139.0,51.269333,-115.020233,Provincial Land,Recreation,"154,66"
2020,CWF025,2020-05-18 07:30:00,5.0,139.0,51.6357,-115.111168,Provincial Land,Recreation,"155,67"
2020,RWF026,2020-05-20 09:53:00,5.0,141.0,52.688301,-115.359467,Indian Reservation,Incendiary,"156,71"
2020,HWF016,2020-05-23 17:20:00,5.0,144.0,58.356602,-119.016914,Provincial Land,Power Line Industry,"157,93"
2020,LWF075,2020-05-24 17:30:00,5.0,145.0,55.916745,-110.739838,Indian Reservation,Incendiary,"169,79"
2020,RWF027,2020-05-27 15:00:00,5.0,148.0,52.145618,-115.32045,Provincial Land,Power Line Industry,"155,69"
2020,HWF019,2020-05-27 19:25:00,5.0,148.0,58.514534,-116.476753,Provincial Land,Undetermined,"161,91"
2020,HWF020,2020-05-28 16:08:00,5.0,149.0,58.195282,-116.231529,Provincial Land,Undetermined,"161,90"
2020,CWF032,2020-05-30 12:00:00,5.0,151.0,50.886349,-114.671532,Provincial Park,Recreation,"155,64"
2020,EWF018,2020-05-30 14:30:00,5.0,151.0,53.352749,-115.382385,Provincial Land,Power Line Industry,"156,73"
2020,SWF026,2020-05-31 15:00:00,5.0,152.0,55.855534,-115.157951,Provincial Land,Undetermined,"160,81"
2020,EWF012,2020-05-08 14:00:00,5.0,129.0,53.538017,-116.745636,Private Land,Agriculture Industry,"154,75"
2020,RWF012,2020-05-08 19:00:00,5.0,129.0,52.082314,-115.030205,Provincial Land,Recreation,"155,68"
2020,RWF013,2020-05-09 12:29:00,5.0,130.0,52.067379,-115.112587,Provincial Land,Recreation,"155,68"
2020,EWF014,2020-05-11 13:00:00,5.0,132.0,53.524811,-116.359215,Provincial Land,Recreation,"155,74"
2020,SWF018,2020-05-13 13:55:00,5.0,134.0,55.251282,-114.72625,Provincial Land,Undetermined,"160,79"
2020,PWF012,2020-05-13 19:20:00,5.0,134.0,56.438766,-116.105019,Private Land,Resident,"159,84"
2020,PWF014,2020-05-13 20:10:00,5.0,134.0,56.386684,-116.871552,Provincial Land,Power Line Industry,"158,84"
2020,RWF014,2020-05-14 12:52:00,5.0,135.0,52.506802,-114.861565,Private Land,Resident,"156,70"
2020,LWF061,2020-05-13 21:30:00,5.0,134.0,55.931633,-110.733719,Indian Reservation,Incendiary,"169,79"
2020,PWF016,2020-05-14 17:00:00,5.0,135.0,56.576427,-119.115128,Private Land,Agriculture Industry,"154,87"
2020,RWF015,2020-05-14 17:23:00,5.0,135.0,52.49995,-115.913681,Provincial Land,Government,"154,71"
2020,RWF017,2020-05-15 17:50:00,5.0,136.0,52.840782,-115.505867,Indian Reservation,Resident,"155,71"
2020,GWF015,2020-05-15 13:00:00,5.0,136.0,55.858749,-119.502464,Private Land,Resident,"152,85"
2020,CWF014,2020-05-16 18:00:00,5.0,137.0,49.658783,-114.538895,Provincial Land,Recreation,"153,60"
2020,HWF021,2020-05-31 16:45:00,5.0,152.0,58.19193,-116.4889,Provincial Land,Incendiary,"161,90"
2020,WWF017,2020-06-01 11:00:00,6.0,153.0,54.066875,-115.657448,Private Land,Power Line Industry,"157,76"
2020,EWF020,2020-06-01 12:00:00,6.0,153.0,53.549816,-116.505516,Private Land,Resident,"154,75"
2020,SWF030,2020-06-02 12:30:00,6.0,154.0,55.918781,-113.89325,Indian Reservation,Power Line Industry,"163,81"
2020,SWF033,2020-06-05 15:00:00,6.0,157.0,55.904469,-113.561386,Indian Reservation,Resident,"163,80"
2020,PWF021,2020-06-11 17:15:00,6.0,163.0,56.160117,-117.040983,Provincial Land,Government,"157,84"
2020,PWF022,2020-06-11 17:16:00,6.0,163.0,56.159683,-117.0306,Provincial Land,Government,"157,84"
2020,WWF018,2020-06-12 21:00:00,6.0,164.0,54.135978,-117.452293,Provincial Land,Lightning,"153,77"
2020,MWF007,2020-06-13 19:10:00,6.0,165.0,56.860183,-111.444133,Provincial Land,Other Industry,"168,82"
2020,MWF008,2020-06-13 19:10:00,6.0,165.0,56.860283,-111.44395,Provincial Land,Other Industry,"168,82"
2020,EWF015,2020-05-15 20:00:00,5.0,136.0,53.260384,-117.764816,Provincial Land,Recreation,"151,75"
2020,LWF069,2020-05-17 13:45:00,5.0,138.0,56.20115,-110.8827,Provincial Land,Power Line Industry,"169,80"
2020,PWF018,2020-05-10 16:30:00,5.0,131.0,57.9571,-117.46833,Metis Settlement,Government,"159,90"
2020,CWF018,2020-05-17 12:00:00,5.0,138.0,49.692516,-114.605949,Provincial Land,Recreation,"153,60"
2020,WWF014,2020-05-16 19:00:00,5.0,137.0,54.389313,-115.622292,Provincial Land,Recreation,"157,77"
2020,WWF016,2020-05-17 00:00:00,5.0,138.0,54.091427,-115.603134,Provincial Land,Undetermined,"157,76"
2020,CWF019,2020-05-17 12:00:00,5.0,138.0,51.584183,-114.998116,Provincial Land,Recreation,"155,67"
2020,RWF025,2020-05-18 13:25:00,5.0,139.0,51.744183,-115.362419,Provincial Land,Recreation,"154,68"
2020,EWF016,2020-05-19 13:50:00,5.0,140.0,53.687649,-116.29843,Private Land,Resident,"155,75"
2020,LWF072,2020-05-19 17:00:00,5.0,140.0,55.931866,-110.725464,Indian Reservation,Incendiary,"169,79"
2020,SWF025,2020-05-29 09:10:00,5.0,150.0,55.974449,-113.40287,Provincial Land,Power Line Industry,"164,81"
2020,SWF035,2020-06-11 14:56:00,6.0,163.0,55.825033,-113.6566,Provincial Land,Lightning,"163,80"
2020,SWF036,2020-06-11 14:56:00,6.0,163.0,55.825583,-113.64855,Provincial Land,Lightning,"163,80"
2020,MWF009,2020-06-14 14:00:00,6.0,166.0,57.786217,-111.1397,Provincial Land,Recreation,"170,85"
2020,MWF010,2020-06-13 18:00:00,6.0,165.0,56.488183,-112.85925,Provincial Land,Lightning,"165,82"
2020,SWF038,2020-06-13 16:00:00,6.0,165.0,55.297625,-115.159615,Provincial Land,Lightning,"159,79"
2020,LWF085,2020-06-19 16:45:00,6.0,171.0,55.9239,-110.691567,Indian Reservation,Government,"169,79"
2020,GWF025,2020-06-21 15:45:00,6.0,173.0,55.502917,-119.496933,Provincial Land,Oil & Gas Industry,"151,84"
2020,GWF028,2020-06-24 12:00:00,6.0,176.0,54.975783,-117.4714,Private Land,Resident,"154,80"
2020,HWF033,2020-06-27 18:20:00,6.0,179.0,58.9675,-118.02185,Provincial Land,Lightning,"159,94"
2020,HWF034,2020-06-28 10:19:00,6.0,180.0,59.910733,-116.6298,Provincial Land,Lightning,"163,96"
2020,LWF081,2020-05-30 11:00:00,5.0,151.0,55.9225,-110.732567,Indian Reservation,Incendiary,"169,79"
2020,LWF082,2020-05-30 11:00:00,5.0,151.0,55.904139,-110.752,Private Land,Incendiary,"169,79"
2020,CWF033,2020-05-31 07:30:00,5.0,152.0,51.170418,-114.872452,Indian Reservation,Incendiary,"155,65"
2020,EWF019,2020-05-30 21:30:00,5.0,151.0,54.070217,-118.614883,Provincial Land,Lightning,"151,78"
2020,SWF029,2020-06-01 12:00:00,6.0,153.0,56.242085,-115.31517,Provincial Land,Resident,"160,83"
2020,RWF030,2020-06-02 11:10:00,6.0,154.0,52.333466,-115.005646,Private Land,Resident,"156,69"
2020,SWF032,2020-06-02 14:00:00,6.0,154.0,55.663818,-116.085999,Provincial Land,Resident,"158,81"
2020,HWF022,2020-06-03 12:30:00,6.0,155.0,58.018993,-116.53746,Private Land,Agriculture Industry,"160,90"
2020,GWF019,2020-06-04 14:00:00,6.0,156.0,55.870621,-119.464531,Private Land,Resident,"152,85"
2020,CWF035,2020-06-16 12:00:00,6.0,168.0,51.403938,-115.059433,Provincial Land,Recreation,"155,66"
2020,CWF034,2020-06-18 23:59:00,6.0,170.0,51.1328,-114.905117,Indian Reservation,Resident,"154,65"
2020,MWF014,2020-06-28 13:54:00,6.0,180.0,59.064833,-110.731,Provincial Land,Lightning,"172,90"
2020,CWF043,2020-07-05 12:00:00,7.0,187.0,51.61243,-115.137627,Provincial Land,Recreation,"155,67"
2020,CWF046,2020-07-05 12:00:00,7.0,187.0,50.22795,-114.400017,Provincial Land,Recreation,"154,62"
2020,CWF047,2020-05-07 12:00:00,5.0,128.0,50.228917,-114.4,Provincial Land,Recreation,"154,62"
2020,CWF048,2020-07-05 12:00:00,7.0,187.0,50.261,-114.336317,Provincial Land,Recreation,"155,62"
2020,CWF049,2020-07-05 12:00:00,7.0,187.0,50.2533,-114.336333,Provincial Land,Recreation,"155,62"
2020,CWF050,2020-07-05 12:00:00,7.0,187.0,51.266217,-114.966983,Provincial Land,Recreation,"155,66"
2020,CWF051,2020-07-05 12:00:00,7.0,187.0,51.271633,-114.992217,Provincial Land,Recreation,"154,66"
2020,CWF052,2020-07-05 16:45:00,7.0,187.0,51.2712,-115.117233,Provincial Land,Recreation,"154,66"
2020,CWF053,2020-07-05 12:00:00,7.0,187.0,51.272283,-115.008017,Provincial Land,Recreation,"154,66"
2020,CWF054,2020-07-05 12:00:00,7.0,187.0,51.270967,-115.015533,Provincial Land,Recreation,"154,66"
2020,EWF024,2020-07-06 10:30:00,7.0,188.0,53.654233,-116.610767,Private Land,Resident,"154,75"
2020,SWF046,2020-07-06 15:00:00,7.0,188.0,55.373893,-116.823097,Provincial Land,Resident,"156,81"
2020,RWF033,2020-07-16 19:19:00,7.0,198.0,52.516383,-115.910917,Provincial Land,Power Line Industry,"154,71"
2020,HWF023,2020-06-12 15:47:00,6.0,164.0,58.52995,-118.78475,Provincial Land,Power Line Industry,"157,93"
2020,PWF031,2020-07-25 08:00:00,7.0,207.0,56.52965,-117.59515,Private Land,Agriculture Industry,"156,86"
2020,PWF030,2020-07-25 14:50:00,7.0,207.0,56.46735,-116.380683,Indian Reservation,Resident,"159,84"
2020,HWF038,2020-07-27 15:40:00,7.0,209.0,59.3925,-116.434333,Provincial Land,Lightning,"163,94"
2020,MWF017,2020-07-27 16:00:00,7.0,209.0,56.637567,-111.145317,Provincial Land,Power Line Industry,"169,81"
2020,EWF028,2020-07-27 16:35:00,7.0,209.0,53.508087,-116.575043,Private Land,Resident,"154,75"
2020,MWF018,2020-07-28 20:17:00,7.0,210.0,58.622933,-110.1806,Provincial Land,Lightning,"173,88"
2020,HWF043,2020-08-03 08:00:00,8.0,216.0,58.537917,-117.073233,Private Land,Agriculture Industry,"160,92"
2020,HWF044,2020-08-04 16:20:00,8.0,217.0,58.845167,-118.15255,Provincial Land,Lightning,"159,94"
2020,HWF045,2020-08-04 16:25:00,8.0,217.0,58.530667,-118.99265,Provincial Land,Power Line Industry,"157,93"
2020,LWF090,2020-08-04 22:00:00,8.0,217.0,54.973817,-112.4467,Provincial Land,Recreation,"164,76"
2020,SWF049,2020-08-03 20:00:00,8.0,216.0,55.077083,-115.501917,Provincial Land,Lightning,"158,79"
2020,CWF091,2020-08-05 20:30:00,8.0,218.0,50.437583,-114.6825,Provincial Land,Lightning,"154,62"
2020,EWF037,2020-08-06 17:45:00,8.0,219.0,53.800833,-116.833667,Provincial Land,Lightning,"154,76"
2020,PWF029,2020-07-18 16:00:00,7.0,200.0,57.447221,-117.526351,Provincial Land,Recreation,"158,89"
2020,CWF063,2020-07-31 07:30:00,7.0,213.0,50.94835,-115.149567,Provincial Land,Incendiary,"154,65"
2020,CWF064,2020-07-31 07:30:00,7.0,213.0,51.275533,-115.140167,Provincial Land,Recreation,"154,66"
2020,CWF065,2020-07-31 12:00:00,7.0,213.0,51.254333,-115.103667,Provincial Land,Recreation,"154,66"
2020,EWF038,2020-08-06 16:50:00,8.0,219.0,53.680783,-116.066167,Provincial Land,Power Line Industry,"155,75"
2020,WWF026,2020-08-06 18:45:00,8.0,219.0,54.613827,-115.634148,Provincial Land,Lightning,"158,78"
2020,PWF036,2020-08-06 21:30:00,8.0,219.0,57.1753,-117.425383,Private Land,Lightning,"158,88"
2020,WWF027,2020-08-06 16:15:00,8.0,219.0,54.125438,-115.822555,Private Land,Resident,"157,76"
2020,EWF039,2020-08-07 11:30:00,8.0,220.0,53.243833,-117.798583,Provincial Land,Undetermined,"151,75"
2020,CWF092,2020-08-03 17:38:00,8.0,216.0,51.20905,-114.7227,Provincial Land,Recreation,"155,65"
2020,CWF037,2020-06-15 12:00:00,6.0,167.0,49.84875,-114.406083,Provincial Land,Recreation,"154,60"
2020,EWF031,2020-08-01 19:00:00,8.0,214.0,53.575481,-116.515949,Private Land,Resident,"154,75"
2020,MWF019,2020-08-08 15:00:00,8.0,221.0,56.433133,-111.04605,Provincial Land,Resident,"169,81"
2020,PWF037,2020-08-08 18:57:00,8.0,221.0,57.4066,-117.304667,Provincial Land,Lightning,"158,88"
2020,EWF041,2020-08-06 19:45:00,8.0,219.0,53.721683,-116.740083,Provincial Land,Lightning,"154,75"
2020,LWF091,2020-08-09 14:10:00,8.0,222.0,55.151317,-112.480517,Provincial Land,Power Line Industry,"164,77"
2020,WWF028,2020-08-08 09:00:00,8.0,221.0,54.382667,-116.345467,Provincial Land,Lightning,"156,77"
2020,GWF034,2020-08-03 01:00:00,8.0,216.0,54.737633,-119.900233,Provincial Land,Lightning,"149,82"
2020,HWF047,2020-08-11 19:19:00,8.0,224.0,58.501987,-116.17997,Private Land,Agriculture Industry,"162,91"
2020,CWF109,2020-08-12 07:30:00,8.0,225.0,50.2646,-114.31835,Provincial Land,Recreation,"155,62"
2020,PWF038,2020-08-07 23:40:00,8.0,220.0,57.077367,-118.063483,Provincial Land,Lightning,"156,88"
2020,HWF029,2020-06-26 15:05:00,6.0,178.0,58.447,-119.227833,Provincial Land,Oil & Gas Industry,"156,93"
2020,HWF030,2020-06-27 12:28:00,6.0,179.0,58.198957,-116.092405,Private Land,Resident,"161,90"
2020,HWF031,2020-06-27 16:34:00,6.0,179.0,58.362433,-118.422833,Provincial Land,Lightning,"158,92"
2020,HWF032,2020-06-27 16:23:00,6.0,179.0,58.352767,-118.387333,Provincial Land,Lightning,"158,92"
2020,GWF029,2020-07-12 12:00:00,7.0,194.0,55.619414,-119.981509,Private Land,Resident,"151,84"
2020,RWF036,2020-07-28 20:21:00,7.0,210.0,52.79165,-116.090733,Provincial Land,Lightning,"154,72"
2020,SWF051,2020-08-09 17:40:00,8.0,222.0,54.866733,-115.440483,Provincial Land,Power Line Industry,"158,78"
2020,CWF108,2020-08-10 10:30:00,8.0,223.0,51.119433,-115.374133,Provincial Park,Lightning,"153,65"
2020,RWF034,2020-07-22 04:27:00,7.0,204.0,52.95995,-115.909617,Provincial Land,Lightning,"155,72"
2020,CWF111,2020-08-13 12:00:00,8.0,226.0,50.264333,-114.31855,Provincial Land,Recreation,"155,62"
2020,RWF042,2020-08-18 11:10:00,8.0,231.0,51.7031,-115.200867,Provincial Land,Lightning,"155,67"
2020,SWF052,2020-08-18 18:00:00,8.0,231.0,55.26565,-116.022717,Provincial Land,Lightning,"158,80"
2020,EWF044,2020-08-11 19:00:00,8.0,224.0,53.817767,-117.724167,Provincial Land,Lightning,"152,77"
2020,PWF044,2020-08-18 18:30:00,8.0,231.0,56.594483,-119.41075,Provincial Land,Lightning,"153,87"
2020,SWF053,2020-08-18 19:00:00,8.0,231.0,54.840883,-116.0692,Provincial Land,Lightning,"157,79"
2020,SWF055,2020-08-18 19:00:00,8.0,231.0,55.057817,-115.839017,Provincial Land,Lightning,"158,79"
2020,PWF047,2020-08-18 20:15:00,8.0,231.0,57.919083,-117.601583,Metis Settlement,Power Line Industry,"158,90"
2020,WWF020,2020-06-19 13:50:00,6.0,171.0,54.21125,-116.020083,Provincial Land,Power Line Industry,"156,76"
2020,CWF038,2020-06-27 18:00:00,6.0,179.0,51.10135,-115.309067,Provincial Land,Recreation,"154,65"
2020,HWF035,2020-07-09 16:24:00,7.0,191.0,59.494017,-117.400883,Provincial Land,Lightning,"161,95"
2020,RWF035,2020-07-23 06:00:00,7.0,205.0,51.796883,-115.30805,Provincial Land,Lightning,"154,68"
2020,EWF029,2020-07-28 13:15:00,7.0,210.0,53.5689,-116.609467,Provincial Land,Recreation,"154,75"
2020,EWF042,2020-08-11 18:45:00,8.0,224.0,53.895947,-119.145127,Provincial Land,Recreation,"150,78"
2020,CWF110,2020-08-12 12:00:00,8.0,225.0,49.85515,-114.390633,Provincial Land,Recreation,"154,60"
2020,PWF039,2020-08-17 21:00:00,8.0,230.0,57.7303,-117.2323,Metis Settlement,Power Line Industry,"159,89"
2020,PWF041,2020-08-18 17:50:00,8.0,231.0,57.034333,-118.464283,Provincial Land,Lightning,"156,88"
2020,CWF120,2020-08-18 12:00:00,8.0,231.0,49.98997,-114.49876,Provincial Land,Recreation,"154,61"
2020,SWF059,2020-08-18 18:00:00,8.0,231.0,54.824283,-115.453383,Provincial Land,Lightning,"158,78"
2020,SWF058,2020-08-18 11:46:00,8.0,231.0,54.888217,-115.344267,Provincial Land,Lightning,"158,78"
2020,EWF045,2020-08-16 12:00:00,8.0,229.0,53.56055,-117.127583,Provincial Park,Recreation,"153,75"
2020,SWF047,2020-07-10 17:00:00,7.0,192.0,55.702033,-114.026867,Provincial Land,Lightning,"162,80"
2020,EWF040,2020-08-08 14:00:00,8.0,221.0,53.621108,-117.056953,Provincial Land,Undetermined,"153,75"
2020,EWF043,2020-08-11 18:45:00,8.0,224.0,53.879135,-119.145348,Provincial Land,Recreation,"150,78"
2020,RWF038,2020-08-17 15:15:00,8.0,230.0,52.690982,-115.71302,Provincial Land,Lightning,"155,71"
2020,GWF035,2020-08-17 14:35:00,8.0,230.0,56.160058,-119.331049,Provincial Land,Agriculture Industry,"153,86"
2020,GWF036,2020-08-18 17:10:00,8.0,231.0,55.7576,-119.526417,Provincial Land,Power Line Industry,"152,85"
