system:index,grid_m,lat,lon,month,orbit_pass,s1_platform,s1_scenes_in_month,slope_max_deg,vv_db_thresh,water_frac,x_idx,y_idx,year,ym,.geo
6_10,30000,49.21421301288176,-118.23446576361728,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_11,30000,49.63764742530981,-116.71005494498901,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_12,30000,49.739850320366976,-116.3241226397088,7,ALL,A,92,10,-17,0.33349978499584854,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_13,30000,49.93977692455961,-115.54655956485155,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_14,30000,50.037474588215815,-115.15495934774765,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_15,30000,50.13364461850168,-114.7615015735015,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_16,30000,49.67738129258726,-117.63944020570969,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_17,30000,49.783250997210715,-117.25546660422468,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_18,30000,49.887651095363516,-116.8695276003889,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_19,30000,49.99056816130502,-116.48163670037009,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_20,30000,50.29028812901492,-115.30639849113933,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_21,30000,50.3871404735853,-114.91084952350734,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_22,30000,50.4824439530322,-114.51342708875744,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_23,30000,49.92587820738716,-117.80470870536384,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_24,30000,50.032483572308095,-117.41883015284704,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_25,30000,50.13761203878164,-117.03095227158914,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_26,30000,50.241249984784275,-116.64108855420758,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_27,30000,50.343383866819025,-116.24925322862201,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_28,30000,50.444000225336374,-115.8554612655433,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_29,30000,50.54308569022569,-115.45972838549066,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_30,30000,50.64062698637315,-115.06207106531204,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_31,30000,50.73661093928278,-114.66250654418486,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_32,30000,50.1743101025601,-117.971989418857,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_33,30000,50.28165793766874,-117.58419315144972,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_34,30000,50.38752157817964,-117.19436290147581,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_35,30000,50.49188720227741,-116.80251214006081,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_36,30000,50.59474106588762,-116.40865509175235,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_37,30000,50.69606950821239,-116.01280674248096,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_38,30000,50.795858957340364,-115.61498284703796,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_39,30000,50.89409593592701,-115.21519993604544,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_40,30000,50.990767066942105,-114.81347532239283,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_41,30000,51.179358814627726,-114.00427418469191,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_42,30000,50.53076518900706,-117.7515902567983,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_43,30000,50.63737089809243,-117.35979416838663,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_44,30000,50.74247108856541,-116.96594213971807,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_45,30000,50.84605181212518,-116.57004838400321,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_46,30000,51.048599483709026,-115.77219645452821,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_47,30000,51.147538970805876,-115.3702706408128,7,ALL,A,92,10,-17,0.0983667915517013,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_48,30000,51.24490408081719,-114.9663678344825,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_49,30000,50.67094272398514,-118.31272669386064,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_50,30000,50.88715104206652,-117.52728150423397,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_51,30000,50.99299277884312,-117.13141399651155,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_52,30000,51.20008063240146,-116.33346013128742,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_53,30000,51.30129868770186,-115.93140456916186,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_54,30000,51.4009476062527,-115.52731847305982,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_55,30000,51.49901359412451,-115.12121928519963,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_56,30000,51.028742017855585,-118.09262915860808,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_57,30000,51.13685290966212,-117.6968611130857,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_58,30000,51.243443265734115,-117.29896393439542,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_59,30000,51.348498718083775,-116.89895178716442,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_60,30000,51.45200497955007,-116.49683965611742,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_61,30000,51.55394784977931,-116.09264335509364,7,ALL,A,92,10,-17,0.12923573742144887,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_62,30000,51.654313221289,-115.68637953552042,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_63,30000,51.753087085611675,-115.27806569431331,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_64,30000,51.16720548273678,-118.66193791237481,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_65,30000,51.38646725336234,-117.86856999021312,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_66,30000,51.49381339621175,-117.46862897751716,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_67,30000,51.59961690801395,-117.0665351552954,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_68,30000,51.7038632850262,-116.66230349053806,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_69,30000,51.80653810946705,-116.25594980050631,7,ALL,A,92,10,-17,0.07735051953787478,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_70,30000,51.90762705571357,-115.84749076176345,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_71,30000,51.415174488072545,-118.83981395001108,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_72,30000,51.52633992333847,-118.44223934378608,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_73,30000,51.63598467538623,-118.04244594161493,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_74,30000,51.74409386842318,-117.64044697029324,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_75,30000,51.85065269930557,-117.2362565076892,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_76,30000,51.955646443681644,-116.82988949346647,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_77,30000,52.05906046223179,-116.42136173927166,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_78,30000,52.16088020700205,-116.01068993835443,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_79,30000,51.6630223086243,-119.01992130857953,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_80,30000,51.88539562440237,-118.21852760402672,7,ALL,A,92,10,-17,0.12257485563992128,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_81,30000,51.99427522841305,-117.81445659799915,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_82,30000,52.10159673710142,-117.40815455704802,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_83,30000,52.20734520139947,-116.99963638331744,7,ALL,A,92,10,-17,0.12737040285214196,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_84,30000,52.311505756254896,-116.58891787321416,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_85,30000,52.41406362710366,-116.17601572764892,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_86,30000,53.17509216326325,-112.79649728128005,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_87,30000,52.02348234316083,-118.8007261127026,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_88,30000,52.13469039213968,-118.3968544654242,7,ALL,A,92,10,-17,0.2316492109499648,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_89,30000,52.244347866743325,-117.99069740788404,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_90,30000,52.352439512601634,-117.58226888824623,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_91,30000,52.458950151741966,-117.1715837603088,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_92,30000,52.56386468909943,-116.75865779499183,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_93,30000,52.66716811913094,-116.34350769123394,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_94,30000,52.15831463139495,-119.38698806476872,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_95,30000,52.27185813044813,-118.98339728066276,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_96,30000,52.38385910989201,-118.57746688602963,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_97,30000,52.49430201500574,-118.16920983082106,7,ALL,A,92,10,-17,0.09005361803110828,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_98,30000,52.60317135958741,-117.7586399806141,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_99,30000,52.71045173248939,-117.34577212936695,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_100,30000,52.81612780426741,-116.93062201161017,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_101,30000,53.415647481881564,-114.39279613532302,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_102,30000,53.60197441351149,-113.5294665635097,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_103,30000,52.405738840261776,-119.57402864063553,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_104,30000,52.520090181185836,-119.16840820955399,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_105,30000,52.632891744912946,-118.76040611982936,7,ALL,A,92,10,-17,0.20000689401409152,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_106,30000,52.744127742223,-118.3500352035024,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_107,30000,52.85378245083254,-117.9373092308009,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_108,30000,52.96184022206535,-117.522242923646,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_109,30000,53.06828548764293,-117.10485196858394,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_110,30000,52.65300127031511,-119.7634629346544,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_111,30000,52.76816819377785,-119.35580095112637,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_112,30000,52.88177809669702,-118.94571433661078,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_113,30000,52.99381495113538,-118.53321579118975,7,ALL,A,92,10,-17,0.14286167980935485,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_114,30000,53.10426279439886,-118.11831897622909,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_115,30000,53.21310573584495,-117.70103852867418,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_116,30000,52.90009134683862,-119.95533376849434,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_117,30000,53.01608169365161,-119.54561848144124,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_118,30000,53.13050779314373,-119.13343464452662,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_119,30000,53.243353374368105,-118.7187948110295,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_120,30000,53.35460222981132,-118.30171251915094,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_121,30000,53.4642382223416,-117.882202307141,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_122,30000,53.26382002930297,-119.73790472317289,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_123,30000,53.37907028660024,-119.32361111319389,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_124,30000,53.4927325704762,-118.9068164559419,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_125,30000,53.604790424108764,-118.48753415131917,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_126,30000,53.51137236821777,-119.93270456841087,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_127,30000,53.62745484977901,-119.51628879733434,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_128,30000,53.74194191986209,-119.09732591909331,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_129,30000,53.87565057154578,-119.71151376096302,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_130,30000,53.99097062056185,-119.29036941895991,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_131,30000,56.64451745330842,-111.26052138401275,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_132,30000,57.17023319594705,-111.56547764278571,7,ALL,A,92,10,-17,0.0,0,0,2021,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,30000,49.211726206988565,-113.79521825168786,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_1,30000,49.27901930836136,-114.71165929494109,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2,30000,49.37318130792673,-114.32437301070378,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3,30000,49.435496038448015,-115.2451546978652,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_4,30000,49.531832181579745,-114.85762174558681,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5,30000,49.626657128945375,-114.46829522200922,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6,30000,49.284646140761865,-116.93460285017092,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_7,30000,49.38760957074548,-116.5525010802803,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_8,30000,49.48910491661279,-116.16851315821037,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_9,30000,49.68763958973784,-115.39493632672128,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_10,30000,49.784653252942704,-115.005377882191,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_11,30000,49.88014751428192,-114.61399422634233,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_12,30000,49.53396897725848,-117.09406857632294,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_13,30000,49.63764742530981,-116.71005494498901,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_14,30000,49.739850320366976,-116.3241226397088,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_15,30000,49.93977692455961,-115.54655956485155,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_16,30000,50.037474588215815,-115.15495934774765,8,ALL,A,71,10,-17,0.05730492062710076,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_17,30000,50.13364461850168,-114.7615015735015,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_18,30000,49.783250997210715,-117.25546660422468,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_19,30000,49.887651095363516,-116.8695276003889,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_20,30000,49.99056816130502,-116.48163670037009,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_21,30000,50.0919888485373,-116.09180812796657,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_22,30000,50.191899895113906,-115.7000568316489,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_23,30000,50.29028812901492,-115.30639849113933,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_24,30000,50.3871404735853,-114.91084952350734,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_25,30000,50.4824439530322,-114.51342708875744,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_26,30000,50.13761203878164,-117.03095227158914,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_27,30000,50.241249984784275,-116.64108855420758,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_28,30000,50.343383866819025,-116.24925322862201,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_29,30000,50.444000225336374,-115.8554612655433,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_30,30000,50.54308569022569,-115.45972838549066,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_31,30000,50.64062698637315,-115.06207106531204,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_32,30000,50.73661093928278,-114.66250654418486,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_33,30000,50.28165793766874,-117.58419315144972,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_34,30000,50.38752157817964,-117.19436290147581,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_35,30000,50.49188720227741,-116.80251214006081,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_36,30000,50.59474106588762,-116.40865509175235,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_37,30000,50.69606950821239,-116.01280674248096,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_38,30000,50.795858957340364,-115.61498284703796,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_39,30000,50.89409593592701,-115.21519993604544,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_40,30000,50.990767066942105,-114.81347532239283,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_41,30000,51.179358814627726,-114.00427418469191,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_42,30000,50.42266798649277,-118.14131696374228,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_43,30000,50.63737089809243,-117.35979416838663,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_44,30000,50.74247108856541,-116.96594213971807,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_45,30000,50.84605181212518,-116.57004838400321,8,ALL,A,71,10,-17,0.0,0,0,2021,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
