system:index,aspect_deg,cape_max,cell_id,d2m_mean_K,elev_m,end_date,et_flux_mean,gust_max_mps,lat,lon,rain_mmhr_max,slope_deg,sm_rootzone_mean,sm_rootzone_min,sm_surface_mean,sm_surface_min,smap_surface_temp_mean,sp_mean_Pa,start_date,storm_hours_cape500,storm_hours_gust20,storm_hours_rain5,storm_score,t2m_mean_K,tp_sum_m,water_perm_frac,water_season_frac,wind10_mean_mps,.geo
"0_161,56",288.0,12.375,"161,56",257.1095335824149,841.0,2025-01-07,5.593915943791217E-7,10.011548042297363,49.55426248543475,-110.9165177571598,0.4711151123046875,0.0,0.2363702952861786,0.2362804263830185,0.2058761864900589,0.20288103818893433,259.3519287109375,92047.64946056549,2025-01-01,0.0,0.0,0.0,0.36346152369181317,259.67066192626953,0.008568950516917084,1.0,0.0,1.2226069819566747,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_162,56",294.0,6.125,"162,56",256.7249663216727,1152.0,2025-01-07,2.0134430656071345E-7,9.98160457611084,49.633216608664924,-110.51876110061684,0.3504753112792969,0.0,0.25249263644218445,0.2524664103984833,0.2270658016204834,0.2250465750694275,258.6248474121094,90884.39834449405,2025-01-01,0.0,0.0,0.0,0.35330641810099284,259.0622569492885,0.008565960971452569,0.0,1.0,1.5211479900412426,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_163,56",342.0,2.375,"163,56",256.2893329802014,1260.0,2025-01-07,1.0778886689877254E-6,12.037480354309082,49.71057076695278,-110.11949666947503,0.3695487976074219,0.0,0.23805414140224457,0.23787176609039307,0.20934714376926422,0.20814593136310577,258.5085754394531,91366.06761532738,2025-01-01,0.0,0.0,0.0,0.4209142850240072,258.8098046439035,0.007539938723482464,0.0,1.0,0.6151258108025343,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_150,57",,,"150,57",,,2025-01-07,,,48.83478252271645,-115.33277449891217,,,,,,,,,2025-01-01,,,,,,,,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_151,57",,,"151,57",,,2025-01-07,,,48.931265239810664,-114.95099233868478,,,,,,,,,2025-01-01,,,,,,,,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_152,57",241.0,20.75,"152,57",261.86025437854585,1534.0,2025-01-07,9.714203770272434E-7,8.833279609680176,49.026265234185466,-114.5674617986517,0.6766319274902344,0.0,0.23566102981567383,0.23561091721057892,0.19298604130744934,0.18973910808563232,263.0406188964844,82870.00362723214,2025-01-01,0.0,0.0,0.0,0.3386492500305176,263.7058617728097,0.01195788994226632,0.0,1.0,0.421899028160329,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_153,57",230.0,11.25,"153,57",261.19232995169506,1945.0,2025-01-07,8.904618198357639E-7,9.774771690368652,49.119770367674455,-114.18219892060861,0.690460205078125,0.0,0.22412750124931335,0.22407279908657074,0.18555521965026855,0.18280871212482452,262.53125,82727.88532366071,2025-01-01,0.0,0.0,0.0,0.36597373326619465,263.0525225684756,0.012152569887973641,1.0,0.0,0.06444201532064665,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_154,57",58.0,4.125,"154,57",260.31008057367234,1324.0,2025-01-07,7.979468250596256E-7,14.642935752868652,49.211768603411635,-113.79522039998892,0.7534027099609375,1.0,0.23014654219150543,0.23008179664611816,0.19247759878635406,0.19015422463417053,262.28204345703125,83228.35556175596,2025-01-01,0.0,0.0,0.0,0.5278304939270019,262.47318049839566,0.011262083014287327,1.0,0.0,0.28356062387733305,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_155,57",13.0,3.125,"155,57",258.31930414835614,1101.0,2025-01-07,8.926901955419453E-7,12.320670127868652,49.30224801079197,-113.4065435892289,0.7071495056152344,0.0,0.2544720470905304,0.2543361485004425,0.22404395043849945,0.2200126051902771,262.7499084472656,89278.94335937499,2025-01-01,0.0,0.0,0.0,0.4476089795430502,261.15709904261996,0.009203685967065667,1.0,0.0,0.44600366275424874,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_156,57",356.0,11.875,"156,57",258.09883499145513,1111.0,2025-01-07,8.570910381422436E-7,9.764029502868652,49.39119677047327,-113.01618650068062,0.5640983581542969,0.0,0.23135988414287567,0.23124563694000244,0.19847621023654938,0.19611789286136627,262.6401062011719,90115.63606770834,2025-01-01,0.0,0.0,0.0,0.35961006800333656,261.0352394467308,0.00834902707282481,1.0,0.0,0.5796887174263105,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_157,57",17.0,21.125,"157,57",258.09974833897184,916.0,2025-01-07,9.074142894860415E-7,8.694693565368652,49.478603179398114,-112.62416780899245,0.5388259887695312,0.0,0.2100641429424286,0.2098146677017212,0.1696920096874237,0.16774040460586548,262.0278015136719,90554.67550223216,2025-01-01,0.0,0.0,0.0,0.32732691828409827,261.01017288934617,0.007894346078671788,1.0,0.0,0.7099485137538861,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_158,57",16.0,21.5,"158,57",257.7668037414551,896.0,2025-01-07,8.733429126550618E-7,8.309927940368652,49.564455655864165,-112.23050685301217,0.5106925964355469,0.0,0.2156972885131836,0.21557217836380005,0.17705614864826202,0.1745680570602417,261.6038513183594,91079.53190104167,2025-01-01,0.0,0.0,0.0,0.31328222783406573,260.4741846720377,0.00797352805528817,1.0,0.0,0.7339247018877212,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_159,57",28.0,11.25,"159,57",257.4929898579916,876.0,2025-01-07,8.614628654868284E-7,7.961295127868652,49.64874274459283,-111.83522363714955,0.4291534423828125,0.0,0.23047420382499695,0.23004035651683807,0.1983078271150589,0.19405756890773773,259.9737548828125,91643.04008556549,2025-01-01,0.0,0.0,0.0,0.29245917638142904,260.2814705258324,0.008018239920772885,1.0,0.0,0.7640508700028956,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_160,57",4.0,16.875,"160,57",256.85328038533527,848.0,2025-01-07,4.1256120653088146E-7,8.411490440368652,49.73145312184315,-111.43833883218815,0.431060791015625,0.0,0.22810928523540497,0.2280169278383255,0.19173625111579895,0.1902817040681839,259.2845458984375,93204.65318080357,2025-01-01,0.0,0.0,0.0,0.31037355422973634,259.7973215012323,0.006909622398950432,1.0,0.0,0.760240364908033,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_161,57",12.0,19.875,"161,57",256.74152574085053,798.0,2025-01-07,5.486236887009E-7,9.43295955657959,49.81257560053217,-111.03987377555507,0.4162788391113281,0.0,0.22481319308280945,0.22473175823688507,0.1917429268360138,0.18845008313655853,259.02716064453125,92902.24172247024,2025-01-01,0.0,0.0,0.0,0.34518342717488604,259.38039034888857,0.007216449415125226,0.0,0.0,0.7408109693747678,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_162,57",341.0,14.375,"162,57",256.6117010570708,790.0,2025-01-07,7.111391937542066E-7,9.917349815368652,49.89209913535649,-110.63985047100168,0.39386749267578125,0.0,0.22952692210674286,0.22937659919261932,0.2013482004404068,0.19935353100299835,258.6905212402344,92295.28599330357,2025-01-01,0.0,0.0,0.0,0.35745920181274415,259.17089734758645,0.00756349187139449,1.0,0.0,0.7883065023107303,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_163,57",3.0,3.375,"163,57",256.2893329802014,862.0,2025-01-07,1.0778886689877254E-6,8.551138877868652,49.9700128279431,-110.23829158771002,0.40984153747558594,0.0,0.23805414140224457,0.23787176609039307,0.20934714376926422,0.20814593136310577,258.5085754394531,91366.06761532738,2025-01-01,0.0,0.0,0.0,0.30721753946940106,258.8098046439035,0.007539938723482464,0.0,1.0,0.6151258108025343,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_164,57",31.0,2.625,"164,57",255.9905346461705,753.0,2025-01-07,1.3064902759651886E-7,9.966191291809082,50.04630593197842,-109.83522045880606,0.39505958557128906,0.0,0.2262727916240692,0.22612647712230682,0.18996132910251617,0.18748533725738525,256.89764404296875,91653.64499627976,2025-01-01,0.0,0.0,0.0,0.35327185567220054,258.7241309029715,0.007190670406259869,0.0,1.0,0.5539299014992335,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_148,58",,,"148,58",,,2025-01-07,,,48.887507842446624,-116.24302267355124,,,,,,,,,2025-01-01,,,,,,,,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_149,58",239.0,41.875,"149,58",264.56811614263626,1530.0,2025-01-07,1.2978530321561266E-6,7.823394775390625,48.987607401880105,-115.8628809239817,0.7576942443847656,0.0,0.15081694722175598,0.1507614403963089,0.11086160689592361,0.10871797800064087,264.6424560546875,85851.57654389882,2025-01-01,0.0,0.0,0.0,0.31960203806559245,266.32250794910243,0.011505571713485097,0.0,1.0,0.11852004442654547,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_150,58",88.0,35.25,"150,58",264.3565239679246,1394.0,2025-01-07,1.527722588434699E-6,7.174468994140625,49.08624118842395,-115.48093017189873,0.7543563842773438,1.0,0.16418763995170593,0.1641591638326645,0.11323237419128418,0.11166180670261383,264.41180419921875,86662.66471354166,2025-01-01,0.0,0.0,0.0,0.2944917856852214,266.2568508329846,0.011654402648844098,1.0,0.0,0.1411697124174018,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_151,58",252.0,38.125,"151,58",264.33106068202426,1401.0,2025-01-07,1.3531786180465133E-6,8.779568672180176,49.18339669558737,-115.0971852150256,0.6194114685058594,1.0,0.19824732840061188,0.19822929799556732,0.15469717979431152,0.15265482664108276,264.1299133300781,87624.19931175596,2025-01-01,0.0,0.0,0.0,0.3426853624979655,266.220842270624,0.011808495556749676,1.0,0.0,0.41209631190510243,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_152,58",277.0,28.875,"152,58",259.9233770824614,1847.0,2025-01-07,7.949245741656341E-7,8.419217109680176,49.279061508170415,-114.71166151283164,0.6361007690429688,0.0,0.2389073371887207,0.23886364698410034,0.2019653022289276,0.19950991868972778,261.6874694824219,82260.44670758929,2025-01-01,0.0,0.0,0.0,0.32688310877482096,262.0315766107468,0.010753641424514626,0.0,1.0,0.21543776526390904,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_153,58",117.0,9.25,"153,58",259.48174122401645,1720.0,2025-01-07,1.3845645980836707E-6,12.681998252868652,49.37322330725088,-114.32437519116488,0.6947517395019531,0.0,0.21537497639656067,0.21534617245197296,0.18107959628105164,0.17788685858249664,261.9099426269531,85074.1781063988,2025-01-01,0.0,0.0,0.0,0.4620958620707194,261.8723308018276,0.010157611740567063,0.0,1.0,0.3660478622853775,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_154,58",58.0,4.25,"154,58",258.80029169718426,1324.0,2025-01-07,1.1029109145965776E-6,12.489615440368652,49.46586987521634,-113.93534304638136,0.6670951843261719,1.0,0.25941547751426697,0.25932836532592773,0.22211943566799164,0.2188309133052826,262.1922607421875,87650.4426153274,2025-01-01,0.0,0.0,0.0,0.45180027389526367,261.59928058442614,0.009678610188700532,1.0,0.0,0.12422365796062618,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_155,58",68.0,5.25,"155,58",258.31930414835614,1072.0,2025-01-07,8.926901955419453E-7,11.764029502868652,49.55698910083603,-113.54458254902595,0.5803108215332031,0.0,0.2544720470905304,0.2543361485004425,0.22404395043849945,0.2200126051902771,262.7499084472656,89278.94335937499,2025-01-01,0.0,0.0,0.0,0.4237748578389486,261.15709904261996,0.009203685967065667,1.0,0.0,0.44600366275424874,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_156,58",36.0,9.25,"156,58",258.09883499145513,958.0,2025-01-07,9.374430760544783E-7,10.636099815368652,49.64656898437407,-113.15211184701565,0.5359649658203125,0.0,0.21411138772964478,0.2135341614484787,0.174310103058815,0.17111004889011383,262.1948547363281,90115.63606770834,2025-01-01,0.0,0.0,0.0,0.38595990880330405,261.0352394467308,0.00834902707282481,1.0,0.0,0.5796887174263105,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_157,58",17.0,14.875,"157,58",257.38399269467305,916.0,2025-01-07,8.105831170723832E-7,10.156607627868652,49.73459764273985,-112.75794976832137,0.530242919921875,0.0,0.20573493838310242,0.20522956550121307,0.16554951667785645,0.16267305612564087,262.12799072265625,92148.39388020834,2025-01-01,0.0,0.0,0.0,0.3725032335917155,260.44572485060917,0.007373973315395688,1.0,0.0,0.7750915048526098,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_158,58",53.0,18.875,"158,58",257.16509010678243,836.0,2025-01-07,7.31339639514772E-7,8.369498252868652,49.82106331466247,-112.36211582308728,0.45871734619140625,0.0,0.2127349078655243,0.21216468513011932,0.17117775976657867,0.1670987606048584,261.6392822265625,92757.16396949405,2025-01-01,0.0,0.0,0.0,0.31135664240519206,260.2124579293387,0.007085024898685788,1.0,0.0,0.7613886284911285,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_159,58",15.0,15.875,"159,58",257.01638957432334,786.0,2025-01-07,8.948074992076727E-7,7.936881065368652,49.90595436590247,-111.96463020525736,0.3871917724609375,0.0,0.2292109876871109,0.22869758307933807,0.19343815743923187,0.1905318796634674,260.9939270019531,93034.24432663691,2025-01-01,0.0,0.0,0.0,0.2918597908020019,260.13975779215497,0.006929644902982091,1.0,0.0,0.8194081829824951,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_160,58",345.0,21.25,"160,58",256.85328038533527,776.0,2025-01-07,8.614628654868284E-7,8.375357627868652,49.9892592944764,-111.56551379359931,0.3681182861328125,0.0,0.23047420382499695,0.23004035651683807,0.1983078271150589,0.19405756890773773,259.9737548828125,93204.65318080357,2025-01-01,0.0,0.0,0.0,0.3082095019022624,259.7973215012323,0.006909622398950432,1.0,0.0,0.760240364908033,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_161,58",354.0,25.0,"161,58",255.1999433608282,756.0,2025-01-07,6.754984127610442E-8,8.929068565368652,50.0709667359058,-111.1647881521658,0.3590583801269531,0.0,0.2347153276205063,0.2346922606229782,0.20171822607517242,0.20057325065135956,258.5162048339844,93735.39053199404,2025-01-01,0.0,0.0,0.0,0.3280885378519694,257.6411289033436,0.006285078411735867,1.0,0.0,0.8315626297361519,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_162,58",357.0,13.25,"162,58",255.11090251377655,711.0,2025-01-07,1.1202049421399352E-7,9.527701377868652,50.15106546847952,-110.7624755301745,0.370025634765625,0.0,0.2227136790752411,0.22256509959697723,0.18820343911647797,0.18520033359527588,258.1939697265625,94082.55087425595,2025-01-01,0.0,0.0,0.0,0.3427163276672363,257.6201662336077,0.006534942013956879,0.0,1.0,0.805808631204377,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_163,58",328.0,3.25,"163,58",254.90983963012695,756.0,2025-01-07,3.3701596180435445E-7,9.562615394592285,50.22954441852022,-110.35859886127304,0.4329681396484375,0.0,0.21516500413417816,0.21502433717250824,0.1824961006641388,0.1804739236831665,257.816650390625,93484.1111421131,2025-01-01,0.0,0.0,0.0,0.3420272534688314,257.47584860665455,0.006397960295714711,1.0,0.0,0.8523994268494073,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_164,58",31.0,6.0,"164,58",254.58959470476424,753.0,2025-01-07,1.3064902759651886E-7,9.667251586914062,50.306392665656524,-109.95318176217333,0.4372596740722656,0.0,0.2262727916240692,0.22612647712230682,0.18996132910251617,0.18748533725738525,256.89764404296875,93687.67252604167,2025-01-01,0.0,0.0,0.0,0.3471047032674154,257.3479777744838,0.005663974730111931,0.0,1.0,0.6551627481335695,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_145,59",,,"145,59",,,2025-01-07,,,48.826493788852204,-117.53182990881409,,,,,,,,,2025-01-01,,,,,,,,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_146,59",,,"146,59",,,2025-01-07,,,48.931631133534694,-117.15537493263417,,,,,,,,,2025-01-01,,,,,,,,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_147,59",73.0,21.875,"147,59",266.57850810459684,1329.0,2025-01-07,1.2293993449929985E-6,6.177886962890625,49.0353336441989,-116.77703929581475,0.6990432739257812,1.0,0.18853089213371277,0.18845780193805695,0.1551661491394043,0.15228381752967834,265.5459899902344,87504.62416294643,2025-01-01,0.0,0.0,0.0,0.25181922912597654,268.30730510893324,0.014137275105156277,1.0,0.0,0.23888448396434353,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_148,59",176.0,24.5,"148,59",265.6240577697754,999.0,2025-01-07,1.5651565945518087E-6,7.370269775390625,49.13758838753728,-116.39683584102015,0.5698204040527344,0.0,0.14872431755065918,0.14866165816783905,0.10983102768659592,0.10821643471717834,265.3135681152344,87528.63941592262,2025-01-01,0.0,0.0,0.0,0.2864166793823242,267.71331169491725,0.012853814808465813,1.0,0.0,0.26763162764294185,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_149,59",148.0,30.625,"149,59",264.56811614263626,1695.0,2025-01-07,1.2978530321561266E-6,6.907379150390625,49.238382506320676,-116.014778071887,0.6442070007324219,0.0,0.15081694722175598,0.1507614403963089,0.11086160689592361,0.10871797800064087,264.6424560546875,85851.57654389882,2025-01-01,0.0,0.0,0.0,0.2777688217163086,266.32250794910243,0.011505571713485097,1.0,0.0,0.11852004442654547,"{""type"":""MultiPoint"",""coordinates"":[]}"
"0_150,59",77.0,29.0,"150,59",263.27025586082823,1402.0,2025-01-07,1.5913024071778636E-6,6.004843235015869,49.33770322432911,-115.63088015926076,0.6771087646484375,1.0,0.18857349455356598,0.18846836686134338,0.14161917567253113,0.13909868896007538,263.57958984375,87369.39908854166,2025-01-01,0.0,0.0,0.0,0.24851687939961753,265.8953199840727,0.009527528246678685,1.0,0.0,0.34466617595667265,"{""type"":""MultiPoint"",""coordinates"":[]}"
