system:index,aspect_deg,cape_max,cell_id,d2m_mean_K,elev_m,end_date,et_flux_mean,gust_max_mps,lat,lon,rain_mmhr_max,slope_deg,sm_rootzone_mean,sm_rootzone_min,sm_surface_mean,sm_surface_min,smap_surface_temp_mean,sp_mean_Pa,start_date,storm_hours_cape500,storm_hours_gust20,storm_hours_rain5,storm_score,t2m_mean_K,tp_sum_m,water_perm_frac,water_season_frac,wind10_mean_mps,.geo
"1_163,56",342.0,34.625,"163,56",266.7469538734073,1260.0,2025-01-14,2.918269046858768E-6,16.4890193939209,49.71057076695278,-110.11949666947503,1.3585090637207031,0.0,0.23775766789913177,0.23765569925308228,0.20665046572685242,0.20521622896194458,267.763427734375,90759.0267624628,2025-01-08,0.0,0.0,0.0,0.6348719329833984,269.1652689434233,0.023499802766082212,0.0,1.0,3.1649439978894827,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_150,57",,,"150,57",,,2025-01-14,,,48.83478252271645,-115.33277449891217,,,,,,,,,2025-01-08,,,,,,,,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_151,57",,,"151,57",,,2025-01-14,,,48.931265239810664,-114.95099233868478,,,,,,,,,2025-01-08,,,,,,,,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_152,57",241.0,20.5,"152,57",263.7728800092425,1534.0,2025-01-14,7.07084211626352E-7,10.4317626953125,49.026265234185466,-114.5674617986517,0.3619194030761719,0.0,0.23567402362823486,0.23564355075359344,0.19397878646850586,0.19182109832763672,264.3976135253906,83233.59149460566,2025-01-08,0.0,0.0,0.0,0.3760713933308919,265.185452688308,0.005301952441868707,0.0,1.0,0.7998751362819977,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_153,57",230.0,16.375,"153,57",263.6026951017834,1945.0,2025-01-14,4.250348411005689E-7,17.285093307495117,49.119770367674455,-114.18219892060861,0.4477500915527344,0.0,0.2240765243768692,0.22405250370502472,0.1851397305727005,0.18371737003326416,264.0243225097656,83024.30615234375,2025-01-08,0.0,0.0,0.0,0.6067447814941407,265.1732071467808,0.006638874379632398,1.0,0.0,1.5217917502931544,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_154,57",58.0,20.75,"154,57",264.4391731988816,1324.0,2025-01-14,1.9836397768813185E-6,22.96371078491211,49.211768603411635,-113.79522039998892,0.29277801513671875,1.0,0.2301594763994217,0.23009443283081055,0.19450685381889343,0.1927545666694641,264.0694885253906,83373.17259579613,2025-01-08,0.0,3.0,0.0,0.790470926920573,266.9729813167027,0.006695618932781144,1.0,0.0,2.6465108372330537,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_155,57",13.0,22.125,"155,57",266.5727740696498,1101.0,2025-01-14,6.330525138764642E-6,19.25061798095703,49.30224801079197,-113.4065435892289,0.25272369384765625,0.0,0.25424307584762573,0.25404563546180725,0.2217058539390564,0.21791590750217438,267.4484558105469,89059.83814639137,2025-01-08,0.0,0.0,0.0,0.6653859507242839,271.0979050227574,0.002880556588706895,1.0,0.0,3.5972912465153,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_156,57",356.0,39.5,"156,57",267.1698410397484,1111.0,2025-01-14,6.966553428355837E-6,16.98927116394043,49.39119677047327,-113.01618650068062,0.5216598510742188,0.0,0.23122873902320862,0.2311135083436966,0.19745725393295288,0.19370335340499878,268.14337158203125,89837.84112258184,2025-01-08,0.0,0.0,0.0,0.6121420313517253,271.3904886699858,0.007368411948618814,1.0,0.0,3.386756378224202,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_157,57",17.0,68.0,"157,57",267.77933956327894,916.0,2025-01-14,7.819958227628376E-6,16.690654754638672,49.478603179398114,-112.62416780899245,0.7758140563964844,0.0,0.20992699265480042,0.2096952497959137,0.17206186056137085,0.16823051869869232,268.8195495605469,90219.59558686755,2025-01-08,0.0,0.0,0.0,0.6291458613077799,271.8044857751756,0.010937604201672002,1.0,0.0,3.735749434650603,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_158,57",16.0,61.0,"158,57",268.2145296732585,896.0,2025-01-14,6.586474228242878E-6,15.220440864562988,49.564455655864165,-112.23050685301217,1.0113716125488281,0.0,0.2157469242811203,0.21552792191505432,0.17871135473251343,0.17577168345451355,268.9437255859375,90675.22951543899,2025-01-08,0.0,0.0,0.0,0.5884166094462077,271.824365797497,0.013295265925762578,1.0,0.0,4.207132539631508,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_159,57",28.0,68.75,"159,57",268.4487680707659,876.0,2025-01-14,2.4797313926683273E-6,15.568120956420898,49.64874274459283,-111.83522363714955,1.2679100036621094,0.0,0.2300049066543579,0.22996321320533752,0.19831985235214233,0.19420936703681946,268.4991455078125,91176.04833984375,2025-01-08,0.0,0.0,0.0,0.6167078653971355,271.5913219451904,0.0142589975946521,1.0,0.0,4.104688084533908,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_160,57",4.0,69.625,"160,57",268.6198554266067,848.0,2025-01-14,-2.408939110409847E-7,15.019292831420898,49.73145312184315,-111.43833883218815,1.2555122375488281,0.0,0.22807623445987701,0.22803017497062683,0.19457530975341797,0.19274309277534485,267.9093017578125,92576.26225353421,2025-01-08,0.0,0.0,0.0,0.5982312062581381,271.1970391954695,0.014285843899187967,1.0,0.0,2.8153622650888277,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_161,57",12.0,68.25,"161,57",268.02561496552966,798.0,2025-01-14,-8.094813210846041E-7,13.839605331420898,49.81257560053217,-111.03987377555507,1.438140869140625,0.0,0.224782794713974,0.22475887835025787,0.19256114959716797,0.19109199941158295,267.4171447753906,92271.854515439,2025-01-08,0.0,0.0,0.0,0.5673522211710611,270.4099574316116,0.0176606840320801,0.0,0.0,2.539821404147705,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_162,57",341.0,55.75,"162,57",267.2635670616513,790.0,2025-01-14,4.059668867739674E-7,13.418413162231445,49.89209913535649,-110.63985047100168,1.3909339904785156,0.0,0.22924557328224182,0.2291298657655716,0.19676488637924194,0.19315089285373688,267.40118408203125,91676.70756603421,2025-01-08,0.0,0.0,0.0,0.5447021382649739,269.56752622695194,0.022266298612294122,1.0,0.0,2.6445239796304914,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_163,57",3.0,39.125,"163,57",266.7469538734073,862.0,2025-01-14,2.918269046858768E-6,14.157670974731445,49.9700128279431,-110.23829158771002,1.5888214111328125,0.0,0.23775766789913177,0.23765569925308228,0.20665046572685242,0.20521622896194458,267.763427734375,90759.0267624628,2025-01-08,0.0,0.0,0.0,0.5709259363810222,269.1652689434233,0.023499802766082212,0.0,1.0,3.1649439978894827,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_164,57",31.0,40.5,"164,57",266.2904792059035,753.0,2025-01-14,-2.2073056982208072E-7,14.961381912231445,50.04630593197842,-109.83522045880606,1.3136863708496094,0.0,0.22622345387935638,0.22611147165298462,0.19503431022167206,0.19123771786689758,266.6213073730469,90991.68040829613,2025-01-08,0.0,0.0,0.0,0.5846470489501953,268.9567321595692,0.020676052277622148,0.0,1.0,3.655434702600174,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_148,58",,,"148,58",,,2025-01-14,,,48.887507842446624,-116.24302267355124,,,,,,,,,2025-01-08,,,,,,,,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_149,58",239.0,37.625,"149,58",265.2983483814058,1530.0,2025-01-14,1.1242465234317933E-6,11.140467643737793,48.987607401880105,-115.8628809239817,0.34236907958984375,0.0,0.15083937346935272,0.15078769624233246,0.10923124104738235,0.10723544657230377,265.4606628417969,86288.10674758184,2025-01-08,0.0,0.0,0.0,0.4072798754374186,266.5961255573091,0.004114862611231729,0.0,1.0,0.8106194062518128,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_150,58",88.0,34.875,"150,58",264.67557471139094,1394.0,2025-01-14,1.4471769418378244E-6,10.623663902282715,49.08624118842395,-115.48093017189873,0.324249267578125,1.0,0.16420553624629974,0.16416120529174805,0.11371906101703644,0.1119169294834137,265.5640869140625,87083.67222377232,2025-01-08,0.0,0.0,0.0,0.38777209345499675,266.2361627306257,0.003181486470339223,1.0,0.0,0.8256716550841102,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_151,58",252.0,15.375,"151,58",264.72409039451964,1401.0,2025-01-14,9.663151558925165E-7,10.034998893737793,49.18339669558737,-115.0971852150256,0.30612945556640625,1.0,0.19831669330596924,0.19824862480163574,0.15599530935287476,0.1538843959569931,265.477294921875,88035.3749767485,2025-01-08,0.0,0.0,0.0,0.35749393590291345,266.2486974625361,0.00398885373556368,1.0,0.0,0.6732046563826678,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_152,58",277.0,9.75,"152,58",262.5823638552711,1847.0,2025-01-14,3.932385439497921E-8,13.528081893920898,49.279061508170415,-114.71166151283164,0.2808570861816406,0.0,0.23895415663719177,0.23889325559139252,0.2004525363445282,0.19579088687896729,263.1869812011719,82537.07698567708,2025-01-08,0.0,0.0,0.0,0.46985391743977867,264.321910585676,0.0035339510866378987,0.0,1.0,1.478634724285654,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_153,58",117.0,14.375,"153,58",263.84245863414947,1720.0,2025-01-14,2.994466512973304E-6,20.692737579345703,49.37322330725088,-114.32437519116488,0.36525726318359375,0.0,0.21538592875003815,0.21533457934856415,0.17902657389640808,0.1763320118188858,263.7872009277344,85165.27118210564,2025-01-08,0.0,3.0,0.0,0.7152082824707031,266.70994522458034,0.0028822031670188153,0.0,1.0,2.5450675453986444,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_154,58",58.0,14.125,"154,58",265.2499896458217,1324.0,2025-01-14,6.328094968921505E-6,21.77600860595703,49.46586987521634,-113.93534304638136,0.18978118896484375,1.0,0.2593453824520111,0.2592354416847229,0.22065074741840363,0.2172389030456543,265.4827575683594,87544.831077939,2025-01-08,0.0,4.0,0.0,0.7424185129801432,269.59612919035413,0.002123365258512422,1.0,0.0,3.4230852439060175,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_155,58",68.0,27.0,"155,58",266.5727740696498,1072.0,2025-01-14,6.330525138764642E-6,18.078998565673828,49.55698910083603,-113.54458254902595,0.18596649169921875,0.0,0.25424307584762573,0.25404563546180725,0.2217058539390564,0.21791590750217438,267.4484558105469,89059.83814639137,2025-01-08,0.0,0.0,0.0,0.6254316101074219,271.0979050227574,0.002880556588706895,1.0,0.0,3.5972912465153,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_156,58",36.0,42.25,"156,58",267.1698410397484,958.0,2025-01-14,6.3883526308927685E-6,16.996002197265625,49.64656898437407,-113.15211184701565,0.20837783813476562,0.0,0.21368181705474854,0.213298961520195,0.17465244233608246,0.16905781626701355,268.3319091796875,89837.84112258184,2025-01-08,0.0,0.0,0.0,0.5980772984822591,271.3904886699858,0.007368411948618814,1.0,0.0,3.386756378224202,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_157,58",17.0,69.0,"157,58",268.2303828284854,916.0,2025-01-14,6.5937051658693235E-6,16.196514129638672,49.73459764273985,-112.75794976832137,0.5917549133300781,0.0,0.20619165897369385,0.2050108015537262,0.17199182510375977,0.162284255027771,268.6039733886719,91656.99104817708,2025-01-08,0.0,0.0,0.0,0.6039715499877929,272.04407564798987,0.010239164424774572,1.0,0.0,3.2108639611883896,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_158,58",53.0,70.25,"158,58",268.51445861089803,836.0,2025-01-14,5.875464012206066E-6,14.693426132202148,49.82106331466247,-112.36211582308728,1.2426376342773438,0.0,0.21354946494102478,0.2119840681552887,0.18399415910243988,0.16880729794502258,268.73455810546875,92205.68189639137,2025-01-08,0.0,0.0,0.0,0.5870377527872721,271.68268067496166,0.012322836635348722,1.0,0.0,3.227303410893989,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_159,58",15.0,80.375,"159,58",268.80050277709967,786.0,2025-01-14,4.778856691700639E-6,14.667811393737793,49.90595436590247,-111.96463020525736,1.3132095336914062,0.0,0.2296626716852188,0.22857800126075745,0.2035626769065857,0.19392326474189758,268.7303161621094,92438.93710472471,2025-01-08,0.0,0.0,0.0,0.5947750231424969,271.699864251273,0.012839129274425432,1.0,0.0,3.0716614318464224,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_160,58",345.0,65.25,"160,58",268.6198554266067,776.0,2025-01-14,2.4797313926683273E-6,13.392420768737793,49.9892592944764,-111.56551379359931,1.3470649719238281,0.0,0.2300049066543579,0.22996321320533752,0.19831985235214233,0.19420936703681946,268.4991455078125,92576.26225353421,2025-01-08,0.0,0.0,0.0,0.5463922742207845,271.1970391954695,0.014285843899187967,1.0,0.0,2.8153622650888277,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_161,58",354.0,65.375,"161,58",267.30149169195266,756.0,2025-01-14,-7.432360575876373E-7,12.707850456237793,50.0709667359058,-111.1647881521658,1.3470649719238281,0.0,0.2347790002822876,0.23472529649734497,0.20382936298847198,0.20289647579193115,267.7217102050781,92993.31694103424,2025-01-08,0.0,0.0,0.0,0.5236357638041178,269.5705293019613,0.013794396152434274,1.0,0.0,3.1667452048112494,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_162,58",357.0,46.625,"162,58",267.006887345087,711.0,2025-01-14,-1.1280557146164938E-6,14.559038162231445,50.15106546847952,-110.7624755301745,1.445770263671875,0.0,0.22249655425548553,0.22238007187843323,0.18641281127929688,0.18458962440490723,267.4425354003906,93300.19194103424,2025-01-08,0.0,0.0,0.0,0.5809022852579752,269.2702980949765,0.015225963746843263,0.0,1.0,3.473517087248836,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_163,58",328.0,35.375,"163,58",266.48838279360814,756.0,2025-01-14,-6.11279176609969E-7,15.438920974731445,50.22954441852022,-110.35859886127304,1.369476318359375,0.0,0.2149505466222763,0.21491409838199615,0.18030330538749695,0.17673397064208984,267.07421875,92709.55764043899,2025-01-08,0.0,0.0,0.0,0.6007920150756836,268.81579617091586,0.015657498581049367,1.0,0.0,3.6945217151115473,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_164,58",31.0,37.5,"164,58",266.154357728504,753.0,2025-01-14,-2.2073056982208072E-7,15.504350662231445,50.306392665656524,-109.95318176217333,1.3265609741210938,0.0,0.22622345387935638,0.22611147165298462,0.19503431022167206,0.19123771786689758,266.6213073730469,92870.44342912946,2025-01-08,0.0,0.0,0.0,0.601889737447103,268.58442642575216,0.014317846005496904,0.0,1.0,3.7556178957439554,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_145,59",,,"145,59",,,2025-01-14,,,48.826493788852204,-117.53182990881409,,,,,,,,,2025-01-08,,,,,,,,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_146,59",,,"146,59",,,2025-01-14,,,48.931631133534694,-117.15537493263417,,,,,,,,,2025-01-08,,,,,,,,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_147,59",73.0,14.875,"147,59",265.200496673584,1329.0,2025-01-14,1.2834811968787108E-6,7.9610981941223145,49.0353336441989,-116.77703929581475,0.2865791320800781,1.0,0.18844108283519745,0.18838045001029968,0.15237049758434296,0.14824891090393066,265.1417541503906,87998.8400065104,2025-01-08,0.0,0.0,0.0,0.28713639640808103,267.200831367856,0.003229804416832849,1.0,0.0,0.7330352942740842,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_148,59",176.0,27.0,"148,59",265.755920228504,999.0,2025-01-14,1.6070935089373961E-6,9.430506706237793,49.13758838753728,-116.39683584102015,0.3657341003417969,0.0,0.14868175983428955,0.14864102005958557,0.1078888401389122,0.10649032890796661,265.5584411621094,88003.11121186755,2025-01-08,0.0,0.0,0.0,0.3461369285583496,267.41886275155207,0.004283562382397577,1.0,0.0,0.44093654181129044,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_149,59",148.0,34.0,"149,59",265.2983483814058,1695.0,2025-01-14,1.1242465234317933E-6,11.308436393737793,49.238382506320676,-116.014778071887,0.3223419189453125,0.0,0.15083937346935272,0.15078769624233246,0.10923124104738235,0.10723544657230377,265.4606628417969,86288.10674758184,2025-01-08,0.0,0.0,0.0,0.4100649757385254,266.5961255573091,0.004114862611231729,1.0,0.0,0.8106194062518128,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_150,59",77.0,26.5,"150,59",263.23304367065424,1402.0,2025-01-14,1.3132192862030934E-6,11.204920768737793,49.33770322432911,-115.63088015926076,0.2689361572265625,1.0,0.1885516196489334,0.18852268159389496,0.1418289840221405,0.1405259221792221,263.5387268066406,87760.5234142485,2025-01-08,0.0,0.0,0.0,0.4001941668192545,265.7945087069557,0.0029597450845813,1.0,0.0,0.3062405525701649,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_151,59",196.0,10.625,"151,59",263.1497735523042,990.0,2025-01-14,8.022786914807511E-7,9.867030143737793,49.435537851334175,-115.24515694703317,0.22935867309570312,0.0,0.22959312796592712,0.2295411229133606,0.18931785225868225,0.18775413930416107,263.65087890625,85521.9099469866,2025-01-08,0.0,0.0,0.0,0.34568143844604493,264.8632916950044,0.004026664500770494,0.0,1.0,0.5337294342878186,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_152,59",219.0,4.0,"152,59",263.1497735523042,1747.0,2025-01-14,3.932385439497921E-8,15.8868408203125,49.53187378813982,-114.85762395754337,0.22125244140625,0.0,0.23895415663719177,0.23889325559139252,0.2004525363445282,0.19579088687896729,263.1869812011719,85521.9099469866,2025-01-08,0.0,0.0,0.0,0.5426239827473959,264.8632916950044,0.004026664500770494,0.0,1.0,0.5337294342878186,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_153,59",93.0,7.375,"153,59",262.5823638552711,1679.0,2025-01-14,2.994466512973304E-6,18.020862579345703,49.62669853167852,-114.46829739651677,0.15163421630859375,1.0,0.21538592875003815,0.21533457934856415,0.17902657389640808,0.1763320118188858,263.7872009277344,82537.07698567708,2025-01-08,0.0,0.0,0.0,0.6119646301269531,264.321910585676,0.0035339510866378987,0.0,1.0,1.478634724285654,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_154,59",75.0,17.375,"154,59",262.99987774803526,1288.0,2025-01-14,1.0261338502459694E-5,19.37464141845703,49.71999968015391,-114.07719415755726,0.14209747314453125,1.0,0.2497098594903946,0.24959388375282288,0.21852248907089233,0.21542805433273315,265.9826965332031,84743.00964936757,2025-01-08,0.0,0.0,0.0,0.6616137542724609,266.59383092607766,0.0014758548566078389,1.0,0.0,2.401722800717704,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_155,59",84.0,27.0,"155,59",263.960259392148,1014.0,2025-01-14,9.971798135666177E-6,19.392475128173828,49.811764938230574,-113.68433182613559,0.1125335693359375,1.0,0.22187864780426025,0.22165146470069885,0.18586690723896027,0.18425413966178894,267.83477783203125,87019.30243210566,2025-01-08,0.0,0.0,0.0,0.6655425160725911,269.75140844072615,0.0011308473401641095,1.0,0.0,2.7191256181552905,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_156,59",79.0,31.5,"156,59",265.868458157494,965.0,2025-01-14,6.3883526308927685E-6,14.408112525939941,49.9019821222647,-113.28972868307278,0.44345855712890625,0.0,0.21368181705474854,0.213298961520195,0.17465244233608246,0.16905781626701355,268.3319091796875,90316.61865234375,2025-01-08,0.0,0.0,0.0,0.5181933453877767,271.6359531765893,0.0030092383601640904,1.0,0.0,2.861964250015522,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_157,59",90.0,63.375,"157,59",267.17965680076964,962.0,2025-01-14,6.5937051658693235E-6,13.409405708312988,49.990639165572524,-112.89340370748961,0.40435791015625,0.0,0.20619165897369385,0.2050108015537262,0.17199182510375977,0.162284255027771,268.6039733886719,90861.60897972468,2025-01-08,0.0,0.0,0.0,0.4988855857849121,271.8000374748593,0.0061796755396699155,0.0,0.0,3.027090105720558,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_158,59",90.0,94.0,"158,59",267.50588026500884,812.0,2025-01-14,3.823419319815002E-6,13.814295768737793,50.07772412373317,-112.49537657924596,1.24359130859375,0.0,0.22217579185962677,0.22039048373699188,0.19672653079032898,0.18160942196846008,268.7014465332031,91784.91366722471,2025-01-08,0.0,0.0,0.0,0.5696560910542806,271.1554807935442,0.010422387240168973,0.0,0.0,2.4722408450494373,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_159,59",74.0,77.125,"159,59",268.5725480942499,773.0,2025-01-14,1.9003697389052832E-6,11.636561393737793,50.163225179924666,-112.09566768077156,1.3327598571777344,0.0,0.2335301637649536,0.23216482996940613,0.2094155102968216,0.19978263974189758,268.5932312011719,92597.95124162946,2025-01-08,0.0,0.0,0.0,0.4930858726501465,271.62811233883815,0.010697674086031839,1.0,0.0,2.306409535246779,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_160,59",37.0,62.875,"160,59",268.71011697678335,751.0,2025-01-14,3.967038253449573E-7,12.035600662231445,50.24713065027787,-111.69429809834482,1.3475418090820312,0.0,0.2470342516899109,0.24691954255104065,0.21891193091869354,0.21462486684322357,268.22247314453125,92883.27825055804,2025-01-08,0.0,0.0,0.0,0.5000012791951497,271.3973921821231,0.011372077358601018,1.0,0.0,2.1981484837718472,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_161,59",282.0,55.125,"161,59",267.8427318391346,760.0,2025-01-14,-7.432360575876373E-7,13.224077224731445,50.32942898925647,-111.29128962278239,1.4204978942871094,0.0,0.2347790002822876,0.23472529649734497,0.20382936298847198,0.20289647579193115,267.7217102050781,93067.26225353424,2025-01-08,0.0,0.0,0.0,0.5393899688720704,270.1578270140148,0.012678438877401277,0.0,1.0,2.5965083073836785,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_162,59",97.0,41.75,"162,59",267.30149169195266,777.0,2025-01-14,-1.6396907085436396E-6,15.649934768676758,50.410108795050284,-110.88666474949635,1.35040283203125,0.0,0.20624424517154694,0.20618511736392975,0.1620614230632782,0.15813718736171722,266.88507080078125,92993.31694103424,2025-01-08,0.0,0.0,0.0,0.6100596338907878,269.5705293019613,0.013794396152434274,0.0,1.0,3.1667452048112494,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_163,59",315.0,35.125,"163,59",266.6388584318615,713.0,2025-01-14,-1.4821745253357221E-6,16.749544143676758,50.48915881498007,-110.48044667794296,1.2135505676269531,0.0,0.21150995790958405,0.21147653460502625,0.17347091436386108,0.17150020599365234,266.4231262207031,93217.65362258186,2025-01-08,0.0,0.0,0.0,0.6365581665039063,269.0552705128988,0.011491958131728097,0.0,1.0,4.263111720302267,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_164,59",310.0,39.75,"164,59",266.2578275771368,774.0,2025-01-14,-1.1579121519389446E-6,16.125520706176758,50.56656795090618,-110.07265931041479,1.2679100036621094,0.0,0.20724472403526306,0.20721851289272308,0.1632019579410553,0.16122019290924072,265.99298095703125,93376.36530412946,2025-01-08,0.0,0.0,0.0,0.6207878570556641,268.66595849536714,0.01078417439543955,0.0,1.0,4.304362502863597,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_143,60",,,"143,60",,,2025-01-14,,,48.85841653066765,-118.44389082629228,,,,,,,,,2025-01-08,,,,,,,,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_144,60",184.0,23.75,"144,60",263.7245648701986,1095.0,2025-01-14,2.1499861304619117E-6,9.884505271911621,48.96712090515562,-118.06946200840235,0.5965232849121094,0.0,0.18817995488643646,0.18791133165359497,0.16119466722011566,0.15768474340438843,266.1968688964844,90216.04052734374,2025-01-08,0.0,0.0,0.0,0.3711846733093262,266.0450347718739,0.0028597750567769253,1.0,0.0,0.4182386194896278,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_145,60",277.0,18.25,"145,60",264.492261432466,1000.0,2025-01-14,1.5932558881104342E-6,11.620833396911621,49.07440980424742,-117.69309702630817,0.4811286926269531,0.0,0.17191843688488007,0.17186902463436127,0.15594524145126343,0.15210217237472534,265.7285461425781,90019.45607793899,2025-01-08,0.0,0.0,0.0,0.420542547861735,266.72418167477565,0.0032357276284074032,1.0,0.0,0.45102226568154813,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_146,60",258.0,42.25,"146,60",265.37346449352447,1180.0,2025-01-14,1.0323319656890817E-6,8.803450584411621,49.180269973033525,-117.31480738186058,0.37097930908203125,1.0,0.15615877509117126,0.15601040422916412,0.1273401528596878,0.12342597544193268,265.6689453125,90097.213890439,2025-01-08,0.0,0.0,0.0,0.3331223182678223,267.31476729256764,0.003406793890235349,0.0,1.0,0.11143052315550935,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_147,60",45.0,48.75,"147,60",264.51007207234704,1726.0,2025-01-14,6.79053357544035E-7,8.044106483459473,49.28468822219752,-116.9346052394251,0.37288665771484375,0.0,0.11799000203609467,0.11788574606180191,0.10295933485031128,0.10145062208175659,263.7145080566406,85285.0509440104,2025-01-08,0.0,0.0,0.0,0.3111562156677246,266.339513415382,0.004744826895830556,1.0,0.0,0.32114063080502914,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_148,60",220.0,33.125,"148,60",265.22468258085706,1586.0,2025-01-14,9.336692414763093E-7,9.690272331237793,49.387651432909166,-116.55250343329595,0.4367828369140625,1.0,0.13952913880348206,0.13947859406471252,0.11858882755041122,0.11761772632598877,263.8321838378906,85280.46426246279,2025-01-08,0.0,0.0,0.0,0.3614107195536295,266.86642265319824,0.004012487908539697,1.0,0.0,0.641761072786176,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_149,60",110.0,38.125,"149,60",263.86820384434293,1731.0,2025-01-14,9.54892925619788E-7,11.147303581237793,49.48914656179285,-116.16851547472591,0.3643035888671875,1.0,0.1352086216211319,0.13508406281471252,0.11212492734193802,0.10989224165678024,263.8561706542969,83531.68487258184,2025-01-08,0.0,0.0,0.0,0.4088544654846191,265.70801898411344,0.002884572451648637,1.0,0.0,0.7813481217717139,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_150,60",79.0,9.75,"150,60",263.3852326529367,1070.0,2025-01-14,1.2571437082442571E-6,6.997889995574951,49.58916064595192,-115.78265555857442,0.23937225341796875,1.0,0.1672307252883911,0.16713440418243408,0.12262239307165146,0.12056324630975723,263.4715881347656,87089.63316127232,2025-01-08,0.0,0.0,0.0,0.25010661252339683,265.8299526941209,0.0023034616240238392,1.0,0.0,0.7282061811773259,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_151,60",211.0,10.25,"151,60",261.1686385018485,1561.0,2025-01-14,7.894709028732905E-7,8.523280143737793,49.68768080806195,-115.39493856948796,0.24890899658203125,1.0,0.21166262030601501,0.2116340696811676,0.16957086324691772,0.1681843400001526,261.1551208496094,82085.52639043899,2025-01-08,0.0,0.0,0.0,0.30167978795369466,263.62662569681805,0.0029637795739745343,0.0,1.0,0.1974311794088,"{""type"":""MultiPoint"",""coordinates"":[]}"
"1_152,60",158.0,7.75,"152,60",261.1486008053734,1794.0,2025-01-14,5.349475600269216E-7,15.139214515686035,49.78469426151594,-115.00538008772389,0.1773834228515625,0.0,0.19565771520137787,0.19560176134109497,0.17550639808177948,0.1739313155412674,260.9281311035156,82760.52081008184,2025-01-08,0.0,0.0,0.0,0.5173846549987793,262.9442184993199,0.002421252509293481,0.0,1.0,0.8702603404805319,"{""type"":""MultiPoint"",""coordinates"":[]}"
